Show,AirDate,Round,Category,Value,qLength,qHardWords,qDaleChall,aLength,hasMedia,mediaLink,Question,Answer
5996,10/11/2010,1,STRING THEORY 201,2000,15,8,13.35,1,0,,Bosonic string theory has only bosons & none of these particles named for physicist Enrico,fermions
5051,7/24/2006,0,THROW IT HERE,1000,23,5,8.32,2,0,,In 1915 he became the first president to attend the World Series & to throw out the first pitch during a Series game,(Woodrow) Wilson
5941,6/14/2010,1,JONES-ING,800,21,8,10.94,2,0,,"Lady Jones was the married name of Enid Bagnold, who wrote this 1935 novel about a 14-year-old girl & her horse",National Velvet
4564,6/10/2004,1,PULITZER PRIZES,800,12,3,8.18,2,0,,"When his ""Arrowsmith"" won for Fiction in 1926, he declined the prize",Sinclair Lewis
5509,7/17/2008,1,CAR,800,7,4,13.01,1,0,,Daytime running these are mandatory in Canada,lights
6028,11/24/2010,1,WHAT A GODDESS,1600,25,9,10.39,1,0,,You think your family is unusual?  This Greek goddess of victory was the daughter of Pallas (a Titan) & Styx (a river in Hades),Nike
5867,3/2/2010,1,NAME THE SHAKESPEARE PLAY,2000,27,3,6.06,2,0,,"""I am all the subjects that you have... here you sty me, in this hard rock, whiles you do keep from me the rest o' the island""",The Tempest
5205,4/6/2007,1,I DO IMPRESSIONISTS,2000,14,4,9.5,2,1,http://www.j-archive.com/media/2007-04-06_DJ_24.jpg,"Seen here is this artist's 1870s work, ""Madame Charpentier and Her Children""",Pierre-Auguste Renoir
5555,10/31/2008,0,HAVE A TREAT,400,12,5,10.81,1,0,,"Let's have some of this company's ""Kissables""--Kisses coated with colorful candy shells",Hershey's
4512,3/30/2004,1,I PITY THE FOOL,1600,21,5,8.44,1,0,,"This book of the Bible says, ""Answer a fool according to his folly, lest he be wise in his own conceit""",Proverbs
6083,2/9/2011,0,"WHAT'S IN YOUR ""C""LOSET?",200,11,2,7.29,1,0,,2 pairs of these shoes--one for golf & one for soccer,cleats
4237,1/21/2003,1,BRITANNICA,2000,17,6,10.05,1,0,,"Running from Charing Cross to Parliament, this street has lent its name to the British civil service",Whitehall
6051,12/27/2010,0,ELVIS,800,18,5,9.12,3,0,,"Elvis made his 1956 screen test singing this Carl Perkins hit & performing a scene from ""The Rainmaker""",Blue Suede Shoes
5183,3/7/2007,1,20th CENTURY WOMEN,1200,14,7,12.78,3,0,,"Surrounded by family, this expatriate baroness & musical matriarch died in Vermont in 1987",Maria von Trapp
5725,6/26/2009,0,ANIMAL WORDS,400,16,3,7.39,2,0,,"If you're plagued by one of these on your back, you've got problems, man, big problems",a monkey
5545,10/17/2008,1,GREAT BRITS,800,23,4,7.69,2,1,http://www.j-archive.com/media/2008-10-17_DJ_07.jpg,He's the actor seen here who in 1975 put down his bowler and picked up a top hat and a knighthood,Charlie Chaplin
5832,1/12/2010,1,SUPERLATIVES,400,15,6,10.7,3,0,,"Exhibition shooter Bob Munden calls himself this phrase ""who ever lived"" (not ""in the West"")",the fastest gun
4170,10/18/2002,0,'80s TV,800,22,9,11.73,2,0,,Peter Scolari & Tom Hanks passed themselves off as Hildegarde & Buffy to live in a hotel for women on this sitcom,Bosom Buddies
5435,4/4/2008,1,PLAYS & PLAYWRIGHTS,2000,18,8,11.55,3,0,,"In this Wendy Wasserstein play, 3 Jewish sisters from Brooklyn meet up in London to celebrate a birthday",The Sisters Rosensweig
4331,6/2/2003,1,THE 3-DIGIT YEARS,400,14,5,9.97,1,0,,"In the 300s Candra Gupta ruled this country as Maharajadhiraja, or king of kings",India
5367,1/1/2008,1,LET'S GO CRUISING,800,13,5,10.35,3,0,,Princess' cruise from San Juan to Acapulco is named for this man-made waterway,the Panama Canal
4718,2/23/2005,0,AMERICANA,600,19,7,10.67,2,0,,"Nimitz' line ""Uncommon valor was a common virtue"" was about  the World War II battle for this island",Iwo Jima
5923,5/19/2010,0,BRIT-POURRI,800,12,5,10.81,3,0,,"This ""New"" law enforcement agency is headquartered at 10 Broadway in London",New Scotland Yard
6272,12/20/2011,1,HAVE A WONDERFUL WEDDING,1200,16,5,9.36,2,0,,She made white wedding gowns fashionable affer she wore one during her 1840 wedding in London,Queen Victoria
6031,11/29/2010,0,2010 20th ANNIVERSARIES,1000,18,9,12.42,1,0,,"Digital imaging contests were among the festivities as this Adobe software program turned 20 on Feb. 19, 2010",Photoshop
6045,12/17/2010,1,THE WEATHER,1600,18,5,9.12,2,0,,"In this temperature condition, a layer of warm air surmounts cooler air & traps pollutants near the ground",an inversion
6065,1/14/2011,1,SHAKESPEARE'S TRAGIC ENDINGS,400,11,3,8.49,3,0,,Lines from the Prince of Verona end this story of woe,Romeo and Juliet
5364,12/27/2007,1,"""N"" GAME",1200,13,2,6.71,2,0,,"This 2-word Latin term means ""it does not follow""; hey, what's for lunch?",non sequitur
6090,2/18/2011,1,CUBE IT!,1200,1,0,0.05,1,0,,6,216
5287,9/11/2007,0,DIRTY ROTTEN SCOUNDRELS,600,17,4,8.19,2,0,,"Some say Arizona Donnie Clark was just an overprotective mother, but she's infamously known by this name",Ma Barker
4258,2/19/2003,1,A PUB QUIZ,400,15,7,12.23,1,0,,"Beer can be divided into lager, the world's favorite, & this style, England's most popular",ale
5440,4/11/2008,0,PRO SPORTS TEAMS IN OTHER WORDS,400,14,3,7.71,2,0,,"The NBA in a state that meets at Four Corners: Dixieland, bebop or swing",the Jazz
5527,9/23/2008,1,POP SINGERS,400,21,6,9.19,1,0,,"Despite her name, this woman who replaced Kim Hill in the Black Eyed Peas has never been married to Prince Andrew",Fergie
6289,1/12/2012,0,SPELL IT: -ABLE OR -IBLE?,400,14,5,9.97,1,0,,"From the Latin for ""bend"", it means capable of being bent repeatedly without damage",P-L-I-A-B-L-E
5385,1/25/2008,0,THE KILLERS,800,17,7,10.98,2,0,,This Texan died in 1967 while waiting to be retried for the murder of an alleged murderer,(Jack) Ruby
4669,12/16/2004,0,"""HOW"" NOW",1000,9,3,9.35,6,0,,"Erica Jong's bestselling 1977 follow-up to ""Fear of Flying""",How to Save Your Own Life
4363,7/16/2003,1,ALL IN THE FAMILY,800,17,7,10.98,1,0,,"Last name of the sisters whose 1846 book of poetry, published under male pseudonyms, sold 2 copies",Bronte
5908,4/28/2010,0,"PLAYING BY ""EAR""",400,6,1,6.57,2,0,,The Martian one lasts 687 days,a year
4598,9/8/2004,0,MICRONESIA,800,22,7,9.42,1,0,,"In Agana, the capital of this U.S. territory, you can visit Latte Stone Park & see stone pillars from a prehistoric people",Guam
6082,2/8/2011,0,...FAME IS NOT,400,17,4,7.98,2,0,,"Pam Dawber, the ""Mindy"" of ""Mork &..."" has been married to this ""NCIS"" lead actor since 1987",Mark Harmon
5395,2/8/2008,0,BRIDGES,200,16,6,10.35,2,0,,"No longer ""falling down"", this bridge from England is now found in Lake Havasu City, Arizona",London Bridge
6070,1/21/2011,1,WORLD LITERATURE,400,20,8,10.94,1,0,,"Richard Llewellyn set his novel about a mining family, ""How Green Was My Valley"", in this country of his birth",Wales
4714,2/17/2005,1,OPERA,400,15,9,14.48,2,0,,Cleopatra (soprano) & Curio (bass) appear in Handel's opera about this man (contralto) in Egypt,Julius Caesar
5474,5/29/2008,0,THE 20th CENTURY,200,12,4,9.92,1,0,,Nickname shared by baseball great Jay Dean & jazz great John Gillespie,Dizzy
4255,2/14/2003,1,FASHION HISTORY,1600,16,4,8.38,3,0,,These 2 Hepburns made People magazine's 2000 list of the Best Dressed People of All Time,Audrey & Katharine
4267,3/4/2003,1,GET OUT YOUR LIBRARY TABLETS,1200,16,7,11.34,1,0,,It's said that the Pergamenes invented this material when Ptolemy denied them papyrus for their library,parchment
5822,12/29/2009,1,UNCIVIL UNREST,1200,13,2,7.59,4,1,"http://www.j-archive.com/media/2009-12-29_DJ_13.jpg, http://www.j-archive.com/media/2009-12-29_DJ_13a.jpg",Seen here is an illustration of this 1773 protest,the Boston Tea Party
5408,2/27/2008,1,AFRICAN COUNTRIES,1200,14,6,11.1,2,0,,"Bioko, an island of this ""equatorial"" African republic, was once known as Fernando Poo",Equatorial Guinea
5494,6/26/2008,1,THAT'S INVENTIVE!,1200,16,5,9.36,2,0,,This Italian physicist was made a count in 1801 for his invention of the electric battery,(Alessandro) Volta
5459,5/8/2008,1,LET'S VISIT THE MIDEAST,400,12,4,9.92,3,0,,The hotel Le Meridien  Haifa By The Sea overlooks this sea,the Mediterranean Sea
4388,10/8/2003,1,3-LETTER WORDS,2000,10,5,12.03,1,0,,"No mistake, according to Confucius, ""The cautious seldom"" do this",err
6080,2/4/2011,0,HAZARDS,800,22,9,11.19,1,0,,The scuba diving hazard known as the bends results from this gas being released into the blood during a too rapid ascent,nitrogen
4767,5/3/2005,1,"THESPIAN-""O""",1600,9,4,11.1,2,0,,"Mira's dad, he played Henry Kissinger in 1995's ""Nixon""",Paul Sorvino
6066,1/17/2011,0,WHERE THE WILD THINGS ARE,1000,22,5,8.32,3,0,,"We have good hope you can tell us this alternate name for the African buffalo (it lives in Africa, by the way)",the Cape buffalo
5364,12/27/2007,0,"YEAH, IT WAS THE '80s",800,22,7,9.94,3,0,,"In 1981 Sheena Easton sang, ""My baby takes"" this, ""he works from 9 till 5 & then he takes another home again""",the morning train
4857,10/25/2005,0,ABBA-SOLUTELY FABULOUS,200,17,9,13.31,1,0,,"Made up of Frida Lyngstad, Agnetha Faltskog, Bjorn Ulvaeus & Benny Andersson, ABBA hails from this country",Sweden
5548,10/22/2008,1,LET'S THAI ONE ON,1600,14,8,14.76,3,0,,Southern Thailand extends down this long peninsula & consists mainly of mountains & jungles,the Malay Peninsula
4684,1/6/2005,0,THE CIVIL WAR,200,20,5,8.58,6,0,,"Until the first battle of this in July 1861, the North estimated that the war would last about 90 days",(the first Battle of) Bull Run
5018,6/7/2006,1,THE MODERN ARMY,800,16,5,9.36,1,0,,The Edelweiss Lodge in Garmisch is a resort for soldiers on this alliterative type of leave,R&R
4610,9/24/2004,1,BIBLE BOOKS BY FAMOUS PHRASE,800,9,2,7.59,4,0,,"""It is more blessed to give than to receive""",Acts of the Apostles
5931,5/31/2010,1,ROCK BAND INITIALS,400,10,1,5.71,3,0,,"Down on the corner, this group was known as CCR",Creedence Clearwater Revival
4301,4/21/2003,1,NO E'S PLEASE,1200,9,4,11.1,2,0,,It's among our country's top 3 newspapers in circulation,USA Today
5497,7/1/2008,1,PARTS OF A SONG,400,19,6,9.57,2,0,,The transitional part of a 32-bar song sometimes called the middle 8 also has the name of this structure,the bridge
5262,6/26/2007,0,NEW HAMPSHIRE,800,17,4,8.19,6,0,,"Though it recently fell down, this rock formation is on the back of New Hampshire's state quarter",the Old Man in the Mountain
6054,12/30/2010,1,EGGS-QUISITE,800,14,1,5.55,2,1,http://www.j-archive.com/media/2010-12-30_DJ_13.jpg,The type of pan seen here is named for this egg dish,an omelette
5721,6/22/2009,0,LIGHTEN UP,400,17,10,13.77,2,0,,"Unit of power equal to 1 ampere flowing across a 1-volt potential difference (big definition, little word)",a watt
4454,1/8/2004,0,TEDDY BEAR,600,18,6,9.79,1,0,,"One of the oldest teddy bear manufacturers in the world, the Steiff company is headquartered in this country",Germany
5007,5/23/2006,1,CLASSIC GAME SHOWS,1600,13,8,14.76,3,0,,Recently married couples are separated & must predict their partner's responses to questions,The Newlywed Game
5833,1/13/2010,0,HOLE FOODS,600,16,7,11.34,2,0,,"At this donut chain, you can buy donuts with holes, or the holes themselves, called Munchkins",Dunkin' Donuts
5093,11/1/2006,1,A VISIT WITH SHERLOCK HOLMES,800,20,9,11.73,1,0,,"In several cases, Sherlock Holmes matched wits with this adversary he called ""one of the greatest brains of the century""",Moriarty
4719,2/24/2005,0,DRINKS,200,18,5,8.92,1,0,,"Traditionally, the Turkish type of this is made in a long-handled brass pot called a jezve or ibrik",coffee
4780,5/20/2005,1,GLENN CLOSE ENCOUNTERS,1200,13,4,9.14,5,0,,Glenn played Robin Williams' mom in this 1982 film based on a novel,The World According to Garp
4160,10/4/2002,0,THAT'S SO '90s,200,14,2,6.71,2,0,,"Joe Brown, Greg Mathis & Mills Lane joined the ranks of these on TV",TV judges
4898,12/21/2005,0,PUBLIC HEALTH,400,14,7,12.23,1,0,,An effort lasting from 1985 to 1991 eliminated this paralytic illness from Latin America,polio
5764,10/8/2009,1,LITERARY SEQUELS,800,12,4,9.5,2,0,,"""The Lost World"" was Michael Crichton's sequel to this No. 1 bestseller",Jurassic Park
5713,6/10/2009,0,TAILGATE CUISINE,600,18,8,11.91,3,0,,Arizona State tailgaters favor hot salsa & this cocktail that uses a dash of tabasco--& that's for breakfast,a Bloody Mary
5766,10/12/2009,1,ALLITERATIVE NOVEL PERSONAGES,1600,18,8,11.91,2,0,,"During his 111th birthday party he slipped away, leaving a ring & his estate to his adopted heir",Bilbo Baggins
6126,4/11/2011,0,MEASURE THIS!,600,22,4,7.69,2,0,,"Due to drying & planing, the piece of lumber known by this name is actually 1 1/2 inches by 3 1/2 inches",a 2-by-4
5550,10/24/2008,0,"GO, KELLY!",200,11,5,11.36,2,0,,"She beat out Justin Guarini to become the first ""American Idol""",Kelly Clarkson
5376,1/14/2008,1,CAN I GET YOUR NUMBER?,400,10,3,8.87,1,0,,This is the number of karats representing 100% pure gold,24
4529,4/22/2004,0,NEW YORK CITY HISTORY,800,16,6,10.35,2,0,,Anger about the first one of these established by federal law spurred riots in July 1863,a draft
4711,2/14/2005,0,"PERHAPS SOME ""TEA""",400,10,3,8.87,1,0,,"Hold hair at ends, comb toward scalp; cracking gum optional",tease
5970,7/23/2010,0,THE LATE NIGHT CROWD,1000,16,5,9.36,2,0,,"Back in 1993 this ""SNL"" vet's foray into late night on Fox lasted only 29 episodes",Chevy Chase
5904,4/22/2010,0,SATURDAY NIGHT FEVER,600,21,6,9.19,2,0,,Your 8-month-old is the sick one; you'll be home pulling these chilled rings out of the freezer as the party rages,teething rings
4290,4/4/2003,1,NAME THE JAMES,1200,7,2,8.5,2,0,,...who is the featured performer heard here,James Galway
6270,12/16/2011,0,CANADA ROCKS,400,16,7,11.34,2,0,,"He recorded some of his biggest albums, including ""Rust Never Sleeps"", backed up by Crazy Horse",Neil Young
6142,5/3/2011,0,THE BILL OF RIGHTS,200,16,5,9.36,3,0,,In 1938 the Bill of Rights was transferred from this cabinet department to the National Archives,the State Department
4078,5/1/2002,0,AUTOIMMUNE DISORDERS,600,11,7,14.23,2,0,,Deficient production of hormones by these endocrine glands causes Addison's disease,the adrenals
5809,12/10/2009,0,HISTORICAL OPERAS,1000,19,8,10.76,2,0,,"Except for a concert version, Massenet's opera of this 11th c. Castilian hero wasn't staged from 1902 to 1999",El Cid
5413,3/5/2008,0,TAKE THE KIDS!,1000,20,3,7,1,0,,Let the kids cool off by watching an ice show at Silverwood Theme Park near Coeur d'Alene in this state,Idaho
4835,9/23/2005,0,REMEMBER THE TITANS,1000,13,4,9.5,1,0,,A South American birdie told me this Titan was Zeus' mother & mother-in-law,Rhea
4216,12/23/2002,0,BUSINESS & INDUSTRY,400,16,6,9.95,2,0,,"It was once described as 2 ""beautifully embossed, choc. flavored wafers with a rich cream filling""",Oreo cookies
4735,3/18/2005,0,THIS SHOULD SOUND FAMILIAR,200,17,8,11.91,3,0,,"In 1975, using her grandkids' ages, a Pennsylvania woman won about 28,000 with this alliterative racetrack bet",a daily double
5308,10/10/2007,1,CALIFORNIA HERE I COME!,2000,15,7,11.38,1,0,,"This city really must be the Magic Kingdom! Here, Ducks become champions of pro hockey",Anaheim
4714,2/17/2005,0,LIBROS EN ESPAÑOL,1000,5,4,16.52,3,0,,"Conan Doyle: ""El Mundo Perdido""",The Lost World
5148,1/17/2007,0,TV FINALES,200,14,6,10.75,2,0,,We discovered that St. Eligius Hospital is the dream of Donald Westphall's autistic child,St. Elsewhere
5697,5/19/2009,0,"WELL, ""B""!",800,12,2,6.86,2,0,,"""Good living"" in French; we use it for one who lives well",bon vivant
4982,4/18/2006,0,SILK,800,21,9,11.45,3,0,,"One silkworm is the larva of the Bombyx mori moth; ""mori"" comes from Morus multicalus, the scientific name of this tree",the mulberry tree
4080,5/3/2002,1,TRAVEL FUN,800,19,5,8.73,1,0,,You won't want to miss the ancestral chateau of the Counts of Egmont at Gaasbeek in this Low Country,Belgium
6294,1/19/2012,0,INLETS,800,17,6,10.05,1,0,,"This Chilean city whose name means ""valley of paradise"" lies on a wide inlet of the Pacific",Valparaiso
4647,11/16/2004,0,OUR FOUNDING FATHERS,600,20,2,6.21,2,0,,"In a speech against the Stamp Act in 1765, he said, ""If this be treason, make the most of it""",Patrick Henry
4562,6/8/2004,1,CELEBRITY SURNAME SPELLING,1200,6,2,11.73,1,1,http://www.j-archive.com/media/2004-06-08_DJ_10.jpg,Comic hostess/fish-voicer seen here,D-E-G-E-N-E-R-E-S
4468,1/28/2004,1,30-Nov,1200,10,3,8.87,3,0,,"On November 30, 1979 he won the WBC welterweight title","""Sugar Ray"" Leonard"
5375,1/11/2008,1,HOT CROSS PUNS,800,12,5,10.81,8,0,,It's why it's tough to locate clarinetist Benny or Roseanne's co-star John,A Goodman [good man] is hard to find
5660,3/27/2009,1,TELLING THE MECHANIC,800,16,2,6.01,1,0,,"When I turn the key, I hear cock-a-leekie... cock-a-leekie... which is a soup from this country",Scotland
5995,10/8/2010,1,FRENCH CITIES?,400,5,3,13.36,1,0,,"Ms. Hilton, population 2.1 million",Paris
5526,9/22/2008,1,AMERICAN LIT,1600,15,3,7.17,3,0,,"This 3-named American poet wanted the ship of state to ""sail on... strong and great""",Henry Wadsworth Longfellow
4897,12/20/2005,0,VICE PRESIDENTS,800,10,3,9.95,2,1,http://www.j-archive.com/media/2005-12-20_J_29.jpg,The cartoon seen here lampooned this vice president,(Elbridge) Gerry
5073,10/4/2006,1,SPORTS ZONE,1600,20,6,9.37,1,0,,Tony Stewart lives life in the fast lane as one of the big names in this type of auto racing,NASCAR
4388,10/8/2003,1,IN THE BOOKSTORE,800,14,5,9.97,2,0,,"This Washington Post veteran attempts to give the inside story on ""Bush at War""",Bob Woodward
4232,1/14/2003,1,NOISES IN THE DICTIONARY,2000,17,5,9.12,1,0,,"This sound of vibration can be pronounced like the third person plural past indicative of ""to be""",were/whir
4553,5/26/2004,0,CAMPING,1000,14,8,13.35,1,0,,"Like some antiseptics, water purification products like Potable Aqua are based on this element",iodine
6093,2/23/2011,1,BIOLOGY GLOSSARY,800,45,12,9.37,1,1,"http://www.j-archive.com/media/2011-02-23_DJ_08.jpg, http://www.j-archive.com/media/2011-02-23_DJ_08a.jpg","(Sarah of the Clue Crew shows us some photos in the science lab.) After a butterfly goes through four life stages, from egg to larva to pupa, & finally, to adult, it's said to have undergone complete this, Greek for ""transformation""",metamorphosis
5962,7/13/2010,0,THE AGE OF ASPARAGUS,800,16,7,11.75,1,0,,"Steamed asparagus makes a classic pairing with this ""national"" sauce made with egg yolks & butter",hollandaise
