,Show,AirDate,Round,Category,Value,qLength,qHardWords,qDaleChall,aLength,hasMedia,mediaLink,Question,Answer
100434,5316,10/22/2007,Double Jeopardy!,POP CULTURE,1600,17,5,9.12,5,False,,Sean Connery played one of the most Scottish-sounding Lithuanians ever as a sub captain in this film,The Hunt for Red October
104279,5453,4/30/2008,Jeopardy!,ANIMAL COMMON BONDS,800,3,2,14.31,1,False,,"Bufflehead, Eider, Teal",ducks
22412,5194,3/22/2007,Jeopardy!,ROMANS,1000,21,6,8.67,3,False,,"Vespasian, a poor man's son who became emperor in 69 A.D., began this dynasty that lent its name to an amphitheater",the Flavian dynasty
20579,4207,12/10/2002,Jeopardy!,CLASSIC DRAMA SERIES EPISODES,400,3,2,14.31,1,False,,"""Escape to Ponderosa""",Bonanza
45928,4755,4/15/2005,Double Jeopardy!,CORPORATE SPONSORSHIP,2000,16,5,9.36,1,False,,"In 1996, this fast food poultry purveyor from Georgia added its name to football's Peach Bowl",Chick-fil-A
71591,5056,9/11/2006,Jeopardy!,NAME THE NFL COACHING LEGEND,1000,14,3,8.49,2,True,http://www.j-archive.com/media/2006-09-11_J_07.jpg,He won 3 Super Bowls & now owns a NASCAR racing team,Joe Gibbs
88425,4711,2/14/2005,Jeopardy!,STOCK SYMBOL SHOPPING,1000,4,1,7.78,2,False,,For fine furniture: ETH,Ethan Allen
111384,6256,11/28/2011,Double Jeopardy!,"MADAM, I'M ADAM SMITH",800,20,4,7.9,1,False,,"I spent most of the final years of my life in this Scottish capital, where I died & am buried",Edinburgh
110492,5204,4/5/2007,Double Jeopardy!,SCIENCE FICTION,1200,15,8,12.8,1,False,,"This ""Candide"" author's 1752 work ""Micromegas"" was an early story of visitors from other planets",Voltaire
73110,6111,3/21/2011,Double Jeopardy!,COMPLETES THE PULITZER-WINNING PLAY TITLE,1600,5,3,15.68,1,False,,"Jason Miller's ""That ____ Season""",Championship
101368,4996,5/8/2006,Jeopardy!,PROPER NAMES,800,6,3,11.83,1,False,,"To honor, as with one's presence",Grace
64296,4247,2/4/2003,Jeopardy!,FALL TV 2002,400,9,6,14.61,2,False,,"Aaron, this title person, picked Helene, a school psychologist",The Bachelor
63242,4296,4/14/2003,Jeopardy!,QUOTES FROM 2002,800,17,9,12.84,2,False,,"Prodded about possible insider trading, she remarked on national TV, ""I want to focus on my salads""",Martha Stewart
79896,6290,1/13/2012,Jeopardy!,MAKING CONNECTIONS,400,25,6,8.9,3,True,http://www.j-archive.com/media/2012-01-13_J_17.jpg,"(Jimmy of the Clue Crew ties some rope together) All things are relative with this type of knot, also called a lubber's knot",a granny knot
21081,4795,6/10/2005,Double Jeopardy!,CONTRACT BRIDGE,2000,14,4,8.84,2,False,,The dummy's partner has this opposite name implying that he or she does talk,the declarer
31101,5600,1/2/2009,Jeopardy!,"""F"" I DO SAY SO",600,7,5,15.26,1,False,,"An agricultural plant-growth aid, often including nitrates",fertilizer
54252,5633,2/18/2009,Double Jeopardy!,OPENING ACTS,1200,23,6,9.03,1,False,,This guy's last time as an opening act was at a 1974 NYC show; Anne Murray insisted on headlining & got badly broooced,Springsteen
89997,5707,6/2/2009,Jeopardy!,"IT'S CHINATOWN, JAKE",600,22,8,10.47,1,False,,This city's original Chinatown in the Limehouse District was destroyed by the Luftwaffe in WWII; a new one sprang up in Soho,London
30074,4762,4/26/2005,Jeopardy!,AREAS OF EXPERTISE,600,16,5,9.97,1,False,,"Between obstetrician & pediatrician comes this specialist who deals with & whose name means ""new births""",neonatologists
16636,5111,11/27/2006,Jeopardy!,THE 5th BEATLE,200,11,8,15.67,2,False,,This Beatles producer started out making comedy records with Peter Sellers,George Martin
43917,4230,1/10/2003,Jeopardy!,"ARE ""WE"" THERE YET?",400,9,0,0.45,2,False,,"Cake cut by those who've just ""tied the knot""",wedding (cake)
57569,4610,9/24/2004,Jeopardy!,IF THEY MARRIED...,200,16,5,9.36,2,False,,"If Ms. Hunter of ""Broadcast News"" married Rolling Stone Ron, she'd say hooray for this name",Holly Wood
5584,6159,5/26/2011,Jeopardy!,AUTHORS,200,17,9,12.84,2,False,,"While attending Lisbon Falls High School in Maine, this horror author published a newspaper, The Village Vomit",Stephen King
107080,4601,9/13/2004,Jeopardy!,POP CULTURE AMERICA,600,11,4,10.45,3,False,,Object associated with the Lone Ranger & with Bob Seger's Band,a silver bullet
108127,6110,3/18/2011,Double Jeopardy!,"SHAKESPEARE, FOR STARTERS",2000,22,3,6.93,4,False,,"Antonio, the title character of this play, gets its first line:  ""In sooth I know not why I am so sad""",The Merchant Of Venice
64471,5313,10/17/2007,Jeopardy!,FLY ME TO THE MOONS,400,16,5,9.36,1,False,,"Phobos, a moon of this planet, was named for a son of Ares in Greek mythology",Mars
17142,6016,11/8/2010,Jeopardy!,BOOKS & AUTHORS,200,18,7,10.67,4,False,,This Ernest Hemingway love story that takes place during WWI was one of Penguin Books' first 10 titles,A Farewell to Arms
103721,4325,5/23/2003,Jeopardy!,BREAKFAST CEREALS,600,8,2,7.98,2,False,,Disney Buzz Blasts was inspired by this movie,Toy Story
8138,5757,9/29/2009,Jeopardy!,TV LAUGH LINES,800,23,4,6.99,3,False,,"Debra Messing, on this show: ""How could I not have known?  He was boy George for Halloween... & he's prettier than me""",Will & Grace
43969,4549,5/20/2004,Jeopardy!,"""C"" IS FOR COOKIE",200,15,4,8.59,3,False,,"Created by Ruth Wakefield in the 1930s, the original toll house cookie is this favorite",a chocolate chip
24722,5518,9/10/2008,Double Jeopardy!,FREAKS AND GEEKS ALUMS,800,24,6,8.49,3,False,,"""Remember"" Jason Segal (Nick)?  He's a smart man; he wrote this 2008 comedy with himself as its star & set it in Hawaii",Forgetting Sarah Marshall
92558,4731,3/14/2005,Double Jeopardy!,CAAN,1200,20,7,10.16,3,False,,"This quirky 1992 comedy featured Caan as gangster Tommy Korman, who lost the girl to one of the Flying Elvises",Honeymoon in Vegas
24173,4757,4/19/2005,Double Jeopardy!,PSYCHOLOGY,1600,21,5,8.44,1,False,,"In the mind, it's coming to associate a behavior with a stimulus; in the body, it helps you get in shape",conditioning
85705,5515,7/25/2008,Jeopardy!,THE NEW YORK TIMES 2008 NEWS,1000,13,8,14.0,1,False,,In 2008 the Times covered clashes following this Serbian territory's declaration of independence,Kosovo
9330,4732,3/15/2005,Jeopardy!,THE FOOD SECTION,600,19,6,9.57,1,False,,"The Russian paskha sweet cheese mold for this holiday has the initials XB on it, meaning ""Christ is risen""",Easter
67452,4997,5/9/2006,Double Jeopardy!,LET'S GO TO TALLINN,800,32,11,10.96,1,True,"http://www.j-archive.com/media/2006-05-09_DJ_12.jpg, http://www.j-archive.com/media/2006-05-09_DJ_12a.jpg","(Sarah of the Clue Crew reports from an Estonian restaurant.)  In Estonian, ""kapsas"" is cabbage, & ""mulgikapsad"" is a dish of meat stewed with this fermented substance",sauerkraut
31795,5495,6/27/2008,Double Jeopardy!,OF EDEN,400,17,7,11.34,2,False,,Guarding the entrance to the Garden of Eden are cherubim & a flaming one of these weapons,a sword
47809,5678,4/22/2009,Jeopardy!,THE NEW YORK TIMES TIMES MACHINE,200,14,2,7.29,1,True,"http://www.j-archive.com/media/2009-04-22_J_26.jpg, http://www.j-archive.com/media/2009-04-22_J_26a.jpg",Try to remember a day in September of this year,1964
102276,5044,7/13/2006,Double Jeopardy!,WORLD RELIGION,400,15,5,9.64,1,False,,"Ciaran, who founded an abbey in Clonmacnoise in this country, has his own feast day",Ireland
116172,5922,5/18/2010,Jeopardy!,GOOD DOGGIE,400,15,4,8.59,1,False,,Lord Tweedsmuir bred some yellow these to produce the breed we know as golden these,retrievers
114260,5710,6/5/2009,Jeopardy!,WHAT'S YOUR FUNCTION?,400,16,4,8.38,1,False,,"On a standard Dell PC keyboard, model L100, the function keys run from F1 to this",F12
65761,5224,5/3/2007,Double Jeopardy!,POETS & POETRY,2000,9,5,12.86,2,False,,"Among his poetry collections is 1942's ""Shakespeare in Harlem""",Langston Hughes
15461,6129,4/14/2011,Jeopardy!,EUROPEAN CAPITAL RHYME TIME,600,6,1,6.57,3,False,,A gear in the Czech Republic,a Prague cog
82292,6007,10/26/2010,Double Jeopardy!,MEDICAL ISSUES,1200,28,7,8.68,2,True,http://www.j-archive.com/media/2010-10-26_DJ_03.jpg,"(I'm Katie Couric.)  To raise awareness of a specific type of cancer, I had an on-camera one of these procedures, aired in March of 2000",a colonoscopy
25774,5837,1/19/2010,Jeopardy!,THE 3 STOOGES,600,13,3,9.35,1,True,"http://www.j-archive.com/media/2010-01-19_J_09.jpg, http://www.j-archive.com/media/2010-01-19_J_09a.jpg","An accomplished violinist, he's the middle Stooge seen here",Larry
4663,4787,5/31/2005,Double Jeopardy!,SHAKESPEAREAN WORDS,1600,17,4,8.38,1,False,,"This word in ""Henry VI Part 2"" meant blase & world-weary, not having to do with nephrite",jaded
74165,4529,4/22/2004,Jeopardy!,SPORT OF KINGS,1000,23,5,8.32,3,False,,A coin toss in 1780 between a lord & Sir Charles Bunbury left us with the Epsom this instead of the Epsom Bunbury,the Epsom Derby
108951,5035,6/30/2006,Double Jeopardy!,THE 18th CENTURY WORLD,400,13,6,11.57,1,False,,In 1723 William Buchanan published a detailed history of this U.K. country's clans,Scotland
76362,6253,11/23/2011,Double Jeopardy!,RADIO FACES,400,12,4,10.45,1,True,http://www.j-archive.com/media/2011-11-23_DJ_13.jpg,He's seen here a decade before his most famous broadcasts,Churchill
22127,5905,4/23/2010,Jeopardy!,SINNERS,800,16,6,10.35,2,False,,"""I sin every single day"", said this 2008 presidential candidate whose indiscretions keep coming to light",(John) Edwards
7570,4530,4/23/2004,Jeopardy!,"""OO"" WHO?",600,23,3,6.27,2,False,,"Unless we act now, she says, ""The world is...close to the day when there will be no more great apes in the wild""",Jane Goodall
113958,5838,1/20/2010,Double Jeopardy!,WHEEL OF PROVERBS!,1200,13,1,5.84,4,True,http://www.j-archive.com/media/2010-01-20_DJ_23.jpg,"Don't be a hypocrite, do this  PR_CT_C_ ___T ___ PR__C_H",Practice what you preach
2675,4278,3/19/2003,Jeopardy!,MAD,800,15,5,9.64,2,False,,Clicking on the Encarta index entry of Mad Anthony will take you to this man,Anthony Wayne
21616,5032,6/27/2006,Jeopardy!,DOUBLE MEANINGS,800,18,2,6.4,1,False,,You always fall for my ___ sacrifice; too bad I'm so broke my chess set is in ___,pawn
75570,5963,7/14/2010,Jeopardy!,"""ACE""",600,12,1,5.55,1,False,,It can mean to hug or to take up a cause eagerly,embrace
101976,5609,1/15/2009,Jeopardy!,A SERIES OF UNFORTUNATE EVENTS,600,14,5,9.97,1,False,,In 1970 Massachusetts became the first state to adopt this type of auto insurance,no-fault
10442,4952,3/7/2006,Double Jeopardy!,MONTY PYTHON'S FLYING CIRCUS,2000,28,3,6.8,1,True,http://www.j-archive.com/media/2006-03-07_DJ_11.wmv,"It's the game show being played  ""This is for 15 pounds, and it's to stop us revealing the name  of your lover in Bolton.""",Blackmail
38462,5074,10/5/2006,Jeopardy!,"CANADA, MEXICO OR THE U.S.",600,3,1,9.05,2,False,,The most populous,the U.S.
117679,5305,10/5/2007,Double Jeopardy!,AUDIO BOOKS,2000,28,14,12.49,2,True,http://www.j-archive.com/media/2007-10-05_DJ_08.mp3,"This actor is heard reading ""A Christmas Carol"", which he's also performed as a one-man stage show Scrooge! A squeezing, wrenching, grasping, scraping, clutching, covetous, old sinner!",Patrick Stewart
37906,5794,11/19/2009,Jeopardy!,CLOTHES OFF OUR BACK,1000,22,5,8.44,2,False,,"Usually of black lace, this veil that is draped over the head & down the shoulders is from the Spanish for ""shawl""",a mantilla
85022,6075,1/28/2011,Jeopardy!,SO SAYETH THE TALK SHOW HOST,400,25,3,6.15,2,False,,"This ""Daily Show"" host: ""Why do I have to follow CNN on Twitter? If I want to follow CNN, I can follow them on CNN""",Jon Stewart
72588,4286,3/31/2003,Double Jeopardy!,SHOP TALK,400,17,3,6.99,2,False,,"""Who Wants to be a Milliner?"" would be a game show for makers & sellers of these",(women's) hats
77373,5988,9/29/2010,Jeopardy!,ALLITERATION ALL AROUND,800,19,5,8.73,2,False,,"This alliterative exclamation of surprise dates back way before ""Great Balls Of Fire"": it goes back to the 1700s",goodness gracious
20723,4887,12/6/2005,Double Jeopardy!,IN MY CABINET,800,3,3,19.58,2,False,,"Fowler, Kennedy, McNamara",Johnson (LBJ)
21094,5137,1/2/2007,Jeopardy!,"IT'S A GRAND OLD ""FLAG""",400,11,3,8.87,2,False,,"Proverbially, ""let's run it up"" this ""& see if anyone salutes""",the flagpole
108477,4196,11/25/2002,Jeopardy!,KEEP YOUR PANTHEON,400,12,4,9.5,1,False,,Yama is a god of death in Vedic traditions of this religion,Hinduism
81188,5245,6/1/2007,Jeopardy!,"WE CAN REBUILD ""HIM""",600,16,4,8.38,2,False,,The name of this structure on a house also refers to the vent of a volcano,a chimney
21407,4721,2/28/2005,Double Jeopardy!,BODY WORLDS,1200,45,13,9.32,5,True,http://www.j-archive.com/media/2005-02-28_DJ_28.jpg,"(Sarah of the Clue Crew points out differences between two plastinated human hearts.)  That's a normal heart.  In this diseased heart the scar of connective tissue is evidence of this, a blockage of the arteries that supply the heart with oxygen",a heart attack (myocardial infarction)
117566,4222,12/31/2002,Double Jeopardy!,"SPECIAL ""K""",2000,22,9,11.45,1,False,,"(Sofia of the Clue Crew reports)  From the Japanese for ""pattern"", it's the general name for a choreographed karate training sequence",kata
109864,5653,3/18/2009,Double Jeopardy!,WHAT'S THAT NUMBER?,1200,6,5,17.09,1,False,,Musical notes in Schoenberg's atonal scale,12
30967,5826,1/4/2010,Double Jeopardy!,STAMP COLLECTING,2000,25,7,10.16,9,True,"http://www.j-archive.com/media/2010-01-04_DJ_30.jpg, http://www.j-archive.com/media/2010-01-04_DJ_30a.jpg",The postmark on the stamp & envelope indicates it's one of these collectibles mailed on the day it was originally issued,a first day issue (a first day edition accepted)
115273,5323,10/31/2007,Jeopardy!,"""TRIC""s",600,15,9,14.48,1,False,,Theory of economic benefit moving from big business to smaller businesses & the general public,trickle-down
38407,5086,10/23/2006,Jeopardy!,MAIDEN NAMES,600,3,1,9.05,1,False,,Billie Jean Moffitt,King
33206,6182,6/28/2011,Double Jeopardy!,"""O"" YES!",1200,21,3,7.07,1,True,http://www.j-archive.com/media/2011-06-28_DJ_23.jpg,You definitely wanted to be on the good side of this god when you went to the other side,Osiris
30938,5826,1/4/2010,Jeopardy!,THE WHISKEY TRAIL,1000,12,7,13.14,1,False,,The tiny town of Penderyn houses this U.K. nation's only whisky distillery,Wales
62394,4221,12/30/2002,Jeopardy!,COFFEE BRANDS,800,18,5,8.92,2,False,,"In TV commercials, 2 neighbors were brought together by their love for this brand of freeze-dried instant coffee",Taster's Choice
76428,4130,7/12/2002,Double Jeopardy!,"""E""-MALE",800,13,6,11.57,1,False,,"This rapper's ""The Marshall Mathers LP"" became the fastest-selling rap CD in history",Eminem
70532,5446,4/21/2008,Double Jeopardy!,TEXAS,800,14,5,9.97,1,False,,"Texas' only natural lake is Caddo Lake, shared with this state to the east",Louisiana
38439,5086,10/23/2006,Double Jeopardy!,SCULPTURE,1600,20,10,12.52,1,False,,This Roman's campaign against the Dacians in the early 2nd century was commemorated in a relief on a famous column,Trajan
87173,5009,5/25/2006,Jeopardy!,PARTS OF THE WHOLE,600,13,2,6.71,2,False,,"It keeps you from exposing too much of yourself: pull tab, slide, teeth",a zipper
46496,5800,11/27/2009,Double Jeopardy!,CYCLE BABBLE,2000,37,12,9.92,2,True,http://www.j-archive.com/media/2009-11-27_DJ_26.wmv,"(Kelly of the Clue Crew shows an animation on the monitor.)  In order to cut wind resistance, a cyclist may use this air pocket to draft on another rider, saving about 30% of his energy",the slipstream
117823,5135,12/29/2006,Double Jeopardy!,THE MIDDLE AGES,400,12,3,8.18,1,False,,"On May 29, 1453 this Byzantine capital was captured by the Turks",Constantinople
13444,5102,11/14/2006,Jeopardy!,MUSIC,600,20,3,7.16,2,True,http://www.j-archive.com/media/2006-11-14_J_14.jpg,"You won't need much practice to learn the piece of music seen here, the C-major one of these",a scale
14812,6197,7/19/2011,Double Jeopardy!,JOEY,1200,24,5,8.32,2,True,http://www.j-archive.com/media/2011-07-19_DJ_25.jpg,A joey of this marsupial with the same name as a non-powered aircraft takes flight at about 3 and a half months,a glider
24740,5518,9/10/2008,Double Jeopardy!,ROYAL WOMEN,2000,15,5,9.97,1,False,,You'll find her at Amalienborg in winter & often on the yacht Dannebrog in summer,Margrethe
1124,5431,3/31/2008,Jeopardy!,WEAPONRY,400,18,6,9.79,1,False,,"In the 1960s Nelson Mandela led the military group ""Umkhonto we Sizwe"", or this weapon ""of the Nation""",Spear
98870,4466,1/26/2004,Jeopardy!,FAMILIAR PHRASES,200,7,0,0.35,4,False,,"""Don't"" do this ""to spite your face""",cut off your nose
61898,4186,11/11/2002,Double Jeopardy!,HUMAN BODY OF KNOWLEDGE,800,13,5,10.35,2,False,,"Also called the master gland, it's the most important of the endocrine glands",pituitary gland
71988,5091,10/30/2006,Double Jeopardy!,OPERA,400,11,6,12.79,1,False,,This Verdi title character is an Ethiopian slave to Pharaoh's daughter,Aida
27907,5149,1/18/2007,Double Jeopardy!,KEEP YOURSELF ALIVE,800,13,6,11.57,1,False,,"A risk factor for melanoma is dysplactic nevi--in Layman's terms, big weird-shaped these",moles
22781,4829,9/15/2005,Jeopardy!,FROM THE VAULTS OF THE SMITHSONIAN,600,42,14,10.82,3,True,"http://www.j-archive.com/media/2005-09-15_J_04.jpg, http://www.j-archive.com/media/2005-09-15_J_04b.jpg, http://www.j-archive.com/media/2005-09-15_J_04a.jpg","(Jimmy of the Clue Crew gives the clue from the Smithsonian in Washington, D.C.) This inventor used a device that transmits a signal to a receiver  to look for the bullet in President Garfield's body",Alexander Graham Bell
59426,5486,6/16/2008,Double Jeopardy!,REALITY TV,2000,27,5,7.52,3,True,http://www.j-archive.com/media/2008-06-16_DJ_27.jpg,"(Hey, I'm Mark McGrath.)  In 2007 I hosted the CW reality show that was searching for a new member for this all-girl pop group",the Pussycat Dolls
